Dream,Title,Sentiment,Sentiment_Score,Emotion,Word_Count,Season,Dominant_Activity,Cluster,Cluster_Name,Lucid,Date,Symbols,Anxiety_Category
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.67,Fear,20,Fall,Running,0,Performance Anxiety,No,2026-02-26,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.18,Fear,25,Summer,Running,0,Performance Anxiety,No,2026-02-26,"trains, car, brakes, mountain, speed",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.56,Anger,15,Fall,Running,0,Performance Anxiety,No,2026-02-27,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.62,Joy,18,Winter,Talking,2,Relational Connection,No,2026-02-27,"garden, family, partners, talking, flowers",Relationship Instability
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.89,Joy,16,Summer,Talking,2,Relational Connection,No,2026-02-27,"garden, family, partners, talking, flowers",Relationship Instability
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.7,Fear,26,Fall,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.91,Anger,18,Summer,Running,0,Performance Anxiety,No,2026-02-27,"trains, car, brakes, mountain, speed",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.81,Surprise,23,Fall,Talking,2,Relational Connection,No,2026-02-27,"coffee, talking, celebrity, friend",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.92,Joy,13,Summer,Flying,3,Flight & Escape,No,2026-02-27,"flying, ocean, water, sky",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.73,Fear,23,Summer,Falling,3,Flight & Escape,No,2026-02-27,"falling, building, skyscraper, heights",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.94,Sadness,20,Summer,Observing,1,Existential Transformation,No,2026-02-27,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.8,Fear,23,Spring,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.45,Fear,15,Summer,Running,0,Performance Anxiety,No,2026-02-27,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.74,Fear,26,Winter,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.39,Fear,14,Fall,Running,0,Performance Anxiety,Yes,2026-02-27,"trains, car, brakes, mountain, speed",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.78,Surprise,15,Winter,Talking,2,Relational Connection,No,2026-02-27,"coffee, talking, celebrity, friend",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.74,Fear,24,Fall,Falling,3,Flight & Escape,No,2026-02-27,"falling, building, skyscraper, heights",Loss of Control
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.98,Joy,14,Winter,Flying,3,Flight & Escape,No,2026-02-27,"flying, ocean, water, sky",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.55,Fear,16,Fall,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.16,Anger,16,Fall,Running,0,Performance Anxiety,Yes,2026-02-27,"exam, schools, maze, late, corridors",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.23,Fear,22,Winter,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Positive,0.77,Joy,19,Fall,Running,0,Performance Anxiety,No,2026-02-27,"exam, schools, maze, late, corridors",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.86,Sadness,20,Spring,Observing,1,Existential Transformation,No,2026-02-27,"room, crying, lost, death, empty",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.68,Fear,25,Spring,Observing,0,Performance Anxiety,No,2026-02-27,"exams, schools, test, classroom",Academic Pressure
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Positive,0.61,Joy,19,Fall,Running,0,Performance Anxiety,No,2026-02-27,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.19,Sadness,26,Summer,Observing,1,Existential Transformation,No,2026-02-27,"teeth, falling, mirror, body",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.59,Fear,19,Fall,Observing,1,Existential Transformation,Yes,2026-02-27,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.48,Joy,19,Winter,Flying,3,Flight & Escape,No,2026-02-27,"flying, ocean, water, sky",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.53,Sadness,16,Summer,Observing,1,Existential Transformation,Yes,2026-02-27,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.53,Fear,24,Spring,Observing,1,Existential Transformation,Yes,2026-02-27,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.93,Fear,27,Spring,Running,0,Performance Anxiety,No,2026-02-27,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.61,Fear,23,Summer,Running,0,Performance Anxiety,No,2026-02-27,"trains, car, brakes, mountain, speed",Career Uncertainty
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.15,Fear,26,Winter,Observing,0,Performance Anxiety,No,2026-02-27,"exams, schools, test, classroom",Academic Pressure
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.3,Fear,22,Spring,Falling,3,Flight & Escape,No,2026-02-27,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.24,Fear,15,Spring,Observing,1,Existential Transformation,Yes,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.88,Fear,23,Fall,Falling,3,Flight & Escape,No,2026-02-28,"falling, building, skyscraper, heights",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Positive,0.75,Surprise,21,Spring,Running,0,Performance Anxiety,Yes,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.81,Joy,23,Summer,Observing,1,Existential Transformation,No,2026-02-28,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Positive,0.42,Surprise,26,Fall,Observing,1,Existential Transformation,Yes,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.71,Joy,23,Fall,Talking,2,Relational Connection,No,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.97,Joy,16,Fall,Talking,2,Relational Connection,No,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.97,Surprise,23,Spring,Talking,2,Relational Connection,No,2026-02-28,"coffee, talking, celebrity, friend",Social Isolation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.62,Sadness,25,Spring,Observing,1,Existential Transformation,No,2026-02-28,"room, crying, lost, death, empty",Social Isolation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.29,Fear,21,Fall,Running,0,Performance Anxiety,No,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.67,Anger,23,Summer,Running,0,Performance Anxiety,Yes,2026-02-28,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.45,Anger,19,Spring,Observing,1,Existential Transformation,No,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Negative,-0.34,Anger,21,Winter,Talking,2,Relational Connection,No,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.72,Fear,24,Summer,Observing,0,Performance Anxiety,No,2026-02-28,"exams, schools, test, classroom",Academic Pressure
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.4,Joy,17,Winter,Flying,3,Flight & Escape,No,2026-02-28,"flying, ocean, water, sky",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.17,Fear,25,Fall,Observing,0,Performance Anxiety,No,2026-02-28,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.43,Joy,16,Winter,Talking,2,Relational Connection,No,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.83,Joy,16,Winter,Flying,3,Flight & Escape,No,2026-02-28,"flying, ocean, water, sky",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.72,Fear,21,Spring,Running,0,Performance Anxiety,No,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.16,Anger,24,Winter,Observing,1,Existential Transformation,No,2026-02-28,"room, crying, lost, death, empty",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.58,Joy,15,Summer,Talking,2,Relational Connection,No,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.19,Anger,15,Fall,Running,0,Performance Anxiety,Yes,2026-02-28,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.15,Fear,14,Winter,Running,0,Performance Anxiety,No,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.71,Joy,18,Winter,Flying,3,Flight & Escape,Yes,2026-02-28,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.9,Joy,14,Fall,Flying,3,Flight & Escape,No,2026-02-28,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.49,Anger,20,Summer,Running,0,Performance Anxiety,No,2026-02-28,"exam, schools, maze, late, corridors",Career Uncertainty
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Neutral,0.16,Neutral,13,Summer,Flying,3,Flight & Escape,Yes,2026-02-28,"flying, ocean, water, sky",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Neutral,0.12,Neutral,21,Winter,Observing,1,Existential Transformation,Yes,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.92,Fear,21,Spring,Running,0,Performance Anxiety,No,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.72,Sadness,19,Fall,Observing,1,Existential Transformation,No,2026-02-28,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.88,Anger,20,Fall,Observing,1,Existential Transformation,No,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.52,Joy,19,Spring,Flying,3,Flight & Escape,No,2026-02-28,"flying, ocean, water, sky",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.2,Sadness,17,Winter,Observing,1,Existential Transformation,No,2026-02-28,"room, crying, lost, death, empty",Social Isolation
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Neutral,0.06,Neutral,16,Summer,Talking,2,Relational Connection,No,2026-02-28,"coffee, talking, celebrity, friend",Social Isolation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Positive,0.53,Joy,18,Spring,Observing,0,Performance Anxiety,No,2026-02-28,"exams, schools, test, classroom",Academic Pressure
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.59,Surprise,18,Fall,Talking,2,Relational Connection,No,2026-02-28,"coffee, talking, celebrity, friend",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.78,Joy,24,Summer,Talking,2,Relational Connection,Yes,2026-02-28,"garden, family, partners, talking, flowers",Relationship Instability
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.73,Fear,22,Fall,Running,0,Performance Anxiety,No,2026-02-28,"trains, car, brakes, mountain, speed",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Positive,0.8,Joy,26,Spring,Observing,1,Existential Transformation,No,2026-02-28,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.16,Fear,16,Summer,Running,0,Performance Anxiety,No,2026-02-28,"monster, forest, chased, running, shadow",Loss of Control
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.37,Fear,23,Fall,Running,0,Performance Anxiety,No,2026-02-28,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.54,Joy,16,Winter,Observing,1,Existential Transformation,No,2026-03-01,"room, crying, lost, death, empty",Social Isolation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.51,Joy,17,Winter,Talking,2,Relational Connection,No,2026-03-01,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.53,Fear,22,Winter,Observing,1,Existential Transformation,No,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Neutral,0.0,Neutral,20,Fall,Observing,1,Existential Transformation,Yes,2026-03-01,"room, crying, lost, death, empty",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.44,Fear,20,Spring,Observing,1,Existential Transformation,No,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Positive,0.66,Surprise,27,Summer,Observing,0,Performance Anxiety,No,2026-03-01,"exams, schools, test, classroom",Academic Pressure
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.55,Joy,21,Spring,Talking,2,Relational Connection,No,2026-03-01,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.95,Fear,24,Summer,Observing,1,Existential Transformation,No,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Neutral,0.02,Neutral,16,Winter,Observing,1,Existential Transformation,No,2026-03-01,"room, crying, lost, death, empty",Social Isolation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.86,Joy,17,Fall,Flying,3,Flight & Escape,No,2026-03-01,"flying, ocean, water, sky",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.51,Joy,13,Spring,Flying,3,Flight & Escape,Yes,2026-03-01,"flying, ocean, water, sky",Identity Transformation
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.42,Joy,23,Summer,Talking,2,Relational Connection,Yes,2026-03-01,"garden, family, partners, talking, flowers",Relationship Instability
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.9,Fear,16,Summer,Observing,1,Existential Transformation,Yes,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.61,Surprise,13,Fall,Flying,3,Flight & Escape,No,2026-03-01,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.26,Anger,21,Summer,Running,0,Performance Anxiety,No,2026-03-01,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Positive,0.78,Surprise,21,Spring,Running,0,Performance Anxiety,No,2026-03-01,"trains, car, brakes, mountain, speed",Career Uncertainty
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.96,Surprise,25,Fall,Talking,2,Relational Connection,No,2026-03-01,"coffee, talking, celebrity, friend",Social Isolation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.94,Fear,23,Summer,Observing,1,Existential Transformation,Yes,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.22,Fear,29,Fall,Observing,0,Performance Anxiety,No,2026-03-01,"exams, schools, test, classroom",Academic Pressure
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.71,Joy,18,Spring,Observing,1,Existential Transformation,Yes,2026-03-01,"room, crying, lost, death, empty",Social Isolation
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.94,Fear,22,Summer,Falling,3,Flight & Escape,No,2026-03-01,"falling, building, skyscraper, heights",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.4,Surprise,14,Summer,Observing,1,Existential Transformation,No,2026-03-01,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.75,Fear,18,Summer,Running,0,Performance Anxiety,No,2026-03-01,"monster, forest, chased, running, shadow",Loss of Control
I met my favorite artist at an intimate coffee shop and we had a deep philosophical conversation.,Celebrity Coffee Shop Dialogue,Positive,0.63,Surprise,25,Winter,Talking,2,Relational Connection,No,2026-03-01,"coffee, talking, celebrity, friend",Social Isolation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.37,Fear,16,Summer,Running,0,Performance Anxiety,No,2026-03-01,"trains, car, brakes, mountain, speed",Career Uncertainty
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Negative,-0.35,Sadness,20,Fall,Observing,1,Existential Transformation,No,2026-03-01,"room, crying, lost, death, empty",Social Isolation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.22,Fear,23,Winter,Running,0,Performance Anxiety,No,2026-03-01,"monster, forest, chased, running, shadow",Loss of Control
I was sitting in an empty cold room crying because I lost something incredibly important to me.,Empty Room & Lost Object,Positive,0.89,Joy,23,Spring,Observing,1,Existential Transformation,Yes,2026-03-01,"room, crying, lost, death, empty",Social Isolation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.51,Fear,25,Spring,Running,0,Performance Anxiety,No,2026-03-01,"trains, car, brakes, mountain, speed",Career Uncertainty
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.75,Fear,21,Winter,Running,0,Performance Anxiety,No,2026-03-01,"monster, forest, chased, running, shadow",Loss of Control
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.43,Joy,18,Fall,Talking,2,Relational Connection,No,2026-03-01,"garden, family, partners, talking, flowers",Relationship Instability
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.75,Joy,21,Fall,Flying,3,Flight & Escape,No,2026-03-01,"flying, ocean, water, sky",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.75,Fear,24,Summer,Running,0,Performance Anxiety,Yes,2026-03-01,"trains, car, brakes, mountain, speed",Career Uncertainty
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.45,Anger,22,Spring,Running,0,Performance Anxiety,No,2026-03-01,"exam, schools, maze, late, corridors",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.26,Fear,23,Spring,Observing,1,Existential Transformation,No,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.18,Fear,27,Fall,Running,0,Performance Anxiety,No,2026-03-01,"monster, forest, chased, running, shadow",Loss of Control
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.49,Fear,21,Summer,Running,0,Performance Anxiety,No,2026-03-01,"trains, car, brakes, mountain, speed",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.68,Fear,21,Spring,Observing,1,Existential Transformation,No,2026-03-01,"teeth, falling, mirror, body",Identity Transformation
I was flying over a vast blue ocean and felt extremely happy and free.,Flying Over Glowing Ocean,Positive,0.66,Joy,13,Winter,Flying,3,Flight & Escape,No,2026-03-01,"flying, ocean, water, sky",Identity Transformation
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.19,Anger,23,Winter,Running,0,Performance Anxiety,No,2026-03-01,"exam, schools, maze, late, corridors",Career Uncertainty
I found myself in a beautiful garden talking peacefully to an old friend I haven't seen in years.,Garden Reunion with Friend,Positive,0.86,Joy,25,Summer,Talking,2,Relational Connection,Yes,2026-03-02,"garden, family, partners, talking, flowers",Relationship Instability
I was desperately late for an critical career presentation and kept getting lost in endless maze-like corridors.,Lost in Maze Before Presentation,Negative,-0.62,Anger,20,Summer,Running,0,Performance Anxiety,Yes,2026-03-02,"exam, schools, maze, late, corridors",Career Uncertainty
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.61,Fear,16,Spring,Running,0,Performance Anxiety,No,2026-03-02,"trains, car, brakes, mountain, speed",Career Uncertainty
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.8,Fear,22,Summer,Observing,1,Existential Transformation,No,2026-03-02,"teeth, falling, mirror, body",Identity Transformation
I was driving a vehicle down a steep winding mountain path but the brakes completely stopped working.,Vehicular Brake Failure on Mountain,Negative,-0.51,Fear,25,Summer,Running,0,Performance Anxiety,No,2026-03-02,"trains, car, brakes, mountain, speed",Career Uncertainty
I was falling from a tall glass skyscraper and woke up right before hitting the pavement below.,Falling From Glass Skyscraper,Negative,-0.2,Fear,25,Winter,Falling,3,Flight & Escape,No,2026-03-02,"falling, building, skyscraper, heights",Loss of Control
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.86,Fear,19,Winter,Observing,1,Existential Transformation,Yes,2026-03-02,"teeth, falling, mirror, body",Identity Transformation
My teeth suddenly started crumbling and falling out out of nowhere while I was looking in a mirror.,Unexpected Dental Loss in Mirror,Negative,-0.66,Fear,19,Fall,Observing,1,Existential Transformation,No,2026-03-02,"teeth, falling, mirror, body",Identity Transformation
I was taking an unexpected final exam in a huge hall but realized I hadn't studied or opened the book once.,Unprepared Final Exam,Negative,-0.2,Fear,23,Winter,Observing,0,Performance Anxiety,No,2026-03-02,"exams, schools, test, classroom",Academic Pressure
A monster was chasing me through a dark forest. I was terrified and running as fast as I could.,Chased Through Dark Forest,Negative,-0.67,Fear,27,Winter,Running,0,Performance Anxiety,No,2026-03-02,"monster, forest, chased, running, shadow",Loss of Control
